AVG_CRASHES,CORRIDOR,CORR_ENDMP,CORR_MP,DEPT_ID,PER_100M_VMT,SEC_LNT_MI,SEGMENT_KEY,SIGNED_ROUTE,TOTAL_CRASHES,TYC_AADT
6.4,C000015,127+0.736,126+0.078,I-15,53.69849675065597,1.652,C000015_126+0.078_127+0.736_I-15,I-15,32,19755
1.2,C000029,088+0.859,088+0.615,N-29,240.40721255495012,0.245,C000029_088+0.615_088+0.859_N-29,MT-41,6,5578.75
10.6,C000015,124+0.260,122+0.110,I-15,62.478069160353,2.146,C000015_122+0.110_124+0.260_I-15,I-15,53,21648
6.6,C000015,116+0.090,110+0.978,I-15,76.13671485243367,5.122,C000015_110+0.978_116+0.090_I-15,I-15,33,4634.25
0.0,C000335,001+0.742,001+0.742,S-335,,0.0,C000335_001+0.742_001+0.742_S-335,S-335,0,437
0.0,C000282,000+0.063,000+0.000,S-282,0.0,0.063,C000282_000+0.000_000+0.063_S-282,S-282,0,5282.5
3.0,C000015,121+0.001,119+0.690,I-15,82.90096874702984,1.329,C000015_119+0.690_121+0.001_I-15,I-15,15,7456
0.0,C000358,017+0.768,017+0.667,S-358,0.0,0.101,C000358_017+0.667_017+0.768_S-358,S-358,0,246.75
6.8,C000015,110+0.978,102+0.260,I-15,46.58920591492061,8.753,C000015_102+0.260_110+0.978_I-15,I-15,34,4566
3.6,C000212,017+0.612,014+0.478,S-212,213.25578693249236,3.094,C000212_014+0.478_017+0.612_S-212,S-212,18,1494
0.2,C000015,093+0.225,092+0.873,I-15,32.95247712641366,0.353,C000015_092+0.873_093+0.225_I-15,I-15,1,4708
0.4,C000203,010+0.517,010+0.497,S-203,927.6617700658575,0.02,C000203_010+0.497_010+0.517_S-203,S-203,2,5903.5
7.6,C000015,092+0.873,085+0.661,I-15,76.05724043424648,7.251,C000015_085+0.661_092+0.873_I-15,I-15,38,3773.5
0.6,C000384,015+0.538,003+0.191,S-384,65.85254453639416,12.29,C000384_003+0.191_015+0.538_S-384,S-384,3,203
2.0,C000083,012+0.076,010+0.119,P-83,116.52390882912461,1.964,C000083_010+0.119_012+0.076_P-83,MT-83,10,2393
5.0,C000015,044+0.239,037+0.056,I-15,47.914276100831344,7.179,C000015_037+0.056_044+0.239_I-15,I-15,25,3980.25
1.4,C000022,055+0.898,048+0.865,N-22,45.52476472467569,7.248,C000022_048+0.865_055+0.898_N-22,MT-16/MT-5,7,1161.8
1.8,C000043,004+0.919,002+0.757,N-43,153.50096987399007,2.143,C000043_002+0.757_004+0.919_N-43,US-191,9,1498.3333333333333
4.8,C000015,037+0.056,029+0.384,I-15,40.46036939024679,7.676,C000015_029+0.384_037+0.056_I-15,I-15,24,4232
5.8,C000015,014+0.910,009+0.280,I-15,86.2180034565899,5.631,C000015_009+0.280_014+0.910_I-15,I-15,29,3271.25
0.0,C000021,000+0.083,000+0.000,P-21,0.0,0.083,C000021_000+0.000_000+0.083_P-21,BR I-15,0,630.75
3.0,C000050,076+0.766,076+0.377,N-50,144.99242204984077,0.389,C000050_076+0.377_076+0.766_N-50,US-191/US-20/US-287,15,14564.5
0.2,C000251,026+0.697,016+0.675,S-251,60.80081778559143,10.008,C000251_016+0.675_026+0.697_S-251,S-251,1,90
0.0,C000343,022+0.233,017+0.916,S-343,0.0,4.334,C000343_017+0.916_022+0.233_S-343,S-343,0,109.25
9.2,C000015,009+0.280,000+0.314,I-15,85.72784824725115,8.983,C000015_000+0.314_009+0.280_I-15,I-15,46,3271.25
1.0,C000015,000+0.314,000+0.000,I-15,266.5789465539522,0.314,C000015_000+0.000_000+0.314_I-15,I-15,5,3271.25
0.0,C000014,270+0.907,270+0.862,P-14,0.0,0.045,C000014_270+0.862_270+0.907_P-14,US-12,0,1295
0.4,C000014,270+0.862,270+0.828,P-14,2513.3153246750376,0.034,C000014_270+0.828_270+0.862_P-14,US-12,2,1281.75
1.2,C000014,269+0.537,265+0.106,P-14,201.96786616184644,4.415,C000014_265+0.106_269+0.537_P-14,US-12,6,368.5
1.2,C000063,004+0.991,001+0.737,N-63,54.51754810293162,3.23,C000063_001+0.737_004+0.991_N-63,MT-3/US-191,6,1866
4.2,C000014,252+0.352,220+0.774,P-14,197.7128913175159,31.613,C000014_220+0.774_252+0.352_P-14,US-12,21,184
0.0,C000529,009+0.980,001+0.965,S-529,0.0,8.002,C000529_001+0.965_009+0.980_S-529,S-529,0,87.33333333333333
2.6,C000055,002+0.149,000+0.000,N-55,178.90333455943588,2.11,C000055_000+0.000_002+0.149_N-55,MT-55,13,1886
1.0,C000014,176+0.924,170+0.169,P-14,63.97872917105293,6.74,C000014_170+0.169_176+0.924_P-14,US-12,5,635
2.6,C000015,121+0.395,121+0.001,I-15,254.8501002380629,0.394,C000015_121+0.001_121+0.395_I-15,I-15,13,7090.25
1.0,C000215,015+0.187,009+0.055,S-215,177.58856352495891,6.143,C000215_009+0.055_015+0.187_S-215,S-215,5,251
3.8,C000057,119+0.646,112+0.985,N-57,241.327819688609,6.641,C000057_112+0.985_119+0.646_N-57,MT-200/MT-3/US-87,19,649.25
0.8,C000014,168+0.533,167+0.438,N-14,52.888019229563376,1.112,C000014_167+0.438_168+0.533_N-14,MT-3/US-12,4,3724.75
0.2,C000015,398+0.163,397+0.620,I-15,50.4359017629357,0.544,C000015_397+0.620_398+0.163_I-15,I-15,1,1996
0.2,C000014,123+0.508,122+0.572,N-14,33.835534359120395,0.929,C000014_122+0.572_123+0.508_N-14,MT-3/US-12,1,1742.25
3.0,C000411,010+0.738,006+0.057,S-411,363.21067829999157,4.685,C000411_006+0.057_010+0.738_S-411,S-411,15,482.75
1.8,C000014,122+0.572,120+0.439,N-14,132.75406043012936,2.131,C000014_120+0.439_122+0.572_N-14,MT-3/US-12,9,1742.25
0.6,C000014,099+0.042,096+0.323,P-14,89.98633325364803,2.724,C000014_096+0.323_099+0.042_P-14,US-12,3,670.25
1.4,C000014,096+0.323,088+0.025,P-14,80.82946227932558,8.277,C000014_088+0.025_096+0.323_P-14,US-12,7,573
3.8,C000014,088+0.025,077+0.228,P-14,195.61499359278892,10.806,C000014_077+0.228_088+0.025_P-14,US-12,19,492.25
0.2,C000014,077+0.228,076+0.020,P-14,94.362556169978,1.179,C000014_076+0.020_077+0.228_P-14,US-12,1,492.25
1.0,C000014,076+0.020,068+0.532,P-14,110.11572175719813,7.49,C000014_068+0.532_076+0.020_P-14,US-12,5,332
1.0,C000026,005+0.837,003+0.888,P-26,94.07549726053097,1.973,C000026_003+0.888_005+0.837_P-26,MT-23,5,1475.25
2.2,C000014,068+0.532,057+0.130,P-14,155.37125851909545,11.412,C000014_057+0.130_068+0.532_P-14,US-12,11,339.75
17.6,C000085,001+0.990,000+0.000,N-85,123.18936635815155,2.004,C000085_000+0.000_001+0.990_N-85,MT-85,88,19521.4
1.2,C000036,046+0.738,045+0.767,P-36,150.87346849295568,0.973,C000036_045+0.767_046+0.738_P-36,MT-28,6,2238.3333333333335
6.4,C000090,354+0.033,352+0.537,I-90,96.5640891695492,1.49,C000090_352+0.537_354+0.033_I-90,I-90,32,12180
3.0,C000014,033+0.315,023+0.512,P-14,88.3177034706587,9.76,C000014_023+0.512_033+0.315_P-14,US-12,15,953
4.6,C000015,397+0.620,393+0.841,I-15,211.24639740749765,3.778,C000015_393+0.841_397+0.620_I-15,I-15,23,1578.25
6.0,C000014,023+0.395,011+0.766,P-14,161.44801649675833,11.63,C000014_011+0.766_023+0.395_P-14,US-12,30,875
10.2,C000029,087+0.627,087+0.128,N-29,390.3745760549614,0.498,C000029_087+0.128_087+0.627_N-29,MT-41,51,14366.75
17.0,C000015,151+0.487,138+0.380,I-15,124.17295258391646,12.583,C000015_138+0.380_151+0.487_I-15,I-15,85,2979.25
4.8,C000015,102+0.260,098+0.998,I-15,93.03122940343516,3.251,C000015_098+0.998_102+0.260_I-15,I-15,24,4345.75
0.8,C000273,011+0.643,008+0.071,S-273,290.4653179962562,3.57,C000273_008+0.071_011+0.643_S-273,S-273,4,211.25
0.6,C000013,093+0.711,093+0.383,P-13,316.72142414100864,0.328,C000013_093+0.383_093+0.711_P-13,MT-87,3,1581.5
3.0,C000013,093+0.383,088+0.742,P-13,115.47619553139008,4.526,C000013_088+0.742_093+0.383_P-13,MT-87,15,1571.75
1.4,C000055,012+0.072,007+0.251,N-55,26.804667409950238,4.817,C000055_007+0.251_012+0.072_N-55,MT-55,7,2969
0.0,C000247,003+0.157,000+0.000,S-247,0.0,3.375,C000247_000+0.000_003+0.157_S-247,S-247,0,44.6
5.2,C000013,088+0.725,083+0.871,P-13,198.24936955610113,5.197,C000013_083+0.871_088+0.725_P-13,MT-87,26,1382
0.4,C000013,083+0.871,083+0.034,P-13,101.69452948724334,0.838,C000013_083+0.034_083+0.871_P-13,MT-87,2,1285.25
0.2,C000408,019+0.589,016+0.487,S-408,106.20138189238119,3.094,C000408_016+0.487_019+0.589_S-408,S-408,1,166.66666666666666
1.4,C000013,075+0.649,072+0.228,P-13,27.3522248575123,3.422,C000013_072+0.228_075+0.649_P-13,MT-87,7,4095.6666666666665
2.0,C000013,072+0.228,065+0.455,P-13,60.361345303222684,6.764,C000013_065+0.455_072+0.228_P-13,MT-87,10,1341.3333333333333
0.8,C000013,061+0.826,060+0.248,P-13,39.565426720085995,1.567,C000013_060+0.248_061+0.826_P-13,MT-87,4,3533.25
1.0,C000013,060+0.248,059+0.976,P-13,272.8830267181988,0.284,C000013_059+0.976_060+0.248_P-13,MT-87,5,3533.25
3.4,C000013,059+0.976,056+0.835,P-13,82.44551019996644,3.196,C000013_056+0.835_059+0.976_P-13,MT-87,17,3533.25
4.4,C000015,228+0.271,226+0.569,I-15,151.17416924340395,1.692,C000015_226+0.569_228+0.271_I-15,I-15,22,4710.25
1.0,C000219,008+0.212,000+0.000,S-219,195.54298911832913,8.189,C000219_000+0.000_008+0.212_S-219,S-219,5,171
0.0,C000057,158+0.402,157+0.740,N-57,0.0,0.651,C000057_157+0.740_158+0.402_N-57,MT-200/MT-3/US-87,0,526
0.4,C000048,029+0.706,027+0.675,P-48,169.53710863624704,2.03,C000048_027+0.675_029+0.706_P-48,BR I-90/MT-47,2,318.25
4.2,C000013,047+0.988,039+0.988,P-13,58.2049866277423,8.017,C000013_039+0.988_047+0.988_P-13,MT-87,21,2464.6
3.2,C000013,030+0.763,026+0.639,P-13,91.14568648330189,4.122,C000013_026+0.639_030+0.763_P-13,MT-87,16,2332.25
1.8,C000011,057+0.779,056+0.801,N-11,197.83140054308083,0.897,C000011_056+0.801_057+0.779_N-11,US-89,9,2777.5
2.2,C000408,008+0.671,003+0.527,S-408,335.4674987253619,5.127,C000408_003+0.527_008+0.671_S-408,S-408,11,350.25
7.8,C000090,432+0.252,429+0.213,I-90,43.1626701765699,3.038,C000090_429+0.213_432+0.252_I-90,I-90,39,16288
0.2,C000037,064+0.329,062+0.701,N-37,14.955163832960244,1.613,C000037_062+0.701_064+0.329_N-37,US-212,1,2270.25
8.6,C000069,037+0.219,014+0.440,P-69,115.24375954065195,22.381,C000069_014+0.440_037+0.219_P-69,MT-2/MT-69,43,913
1.4,C000011,052+0.746,052+0.269,N-11,81.49510146440686,0.477,C000011_052+0.269_052+0.746_N-11,US-89,7,9861.6
2.8,C000014,120+0.439,116+0.178,N-14,101.2958972546152,4.257,C000014_116+0.178_120+0.439_N-14,MT-3/US-12,14,1778
1.8,C000057,034+0.246,032+0.971,N-57,164.29440033311545,1.361,C000057_032+0.971_034+0.246_N-57,MT-200/MT-3/US-87,9,2204.25
16.8,C000011,043+0.358,030+0.982,N-11,130.82777533519402,12.315,C000011_030+0.982_043+0.358_N-11,US-89,84,2855.25
2.0,C000075,002+0.098,000+0.000,N-75,158.1951678531325,1.861,C000075_000+0.000_002+0.098_N-75,US-191,10,1860.2
4.4,C000011,019+0.910,016+0.619,N-11,177.41710961087978,3.283,C000011_016+0.619_019+0.910_N-11,US-89,22,2068.5
8.4,C000016,045+0.566,034+0.375,N-16,81.86110725097713,11.201,C000016_034+0.375_045+0.566_N-16,BR I-90/US-87,42,2508.5
0.0,C000021,000+0.601,000+0.083,P-21,0.0,0.518,C000021_000+0.083_000+0.601_P-21,BR I-15,0,630.75
0.6,C000010,111+0.325,110+0.807,N-10,132.0627445594764,0.494,C000010_110+0.807_111+0.325_N-10,US-87,3,2518.3333333333335
3.8,C000010,109+0.715,106+0.762,N-10,125.05507326698991,2.92,C000010_106+0.762_109+0.715_N-10,US-87,19,2849.5
0.0,C000019,008+0.292,008+0.155,P-19,0.0,0.137,C000019_008+0.155_008+0.292_P-19,MT-1,0,5601.2
4.6,C000010,106+0.762,101+0.733,N-10,137.93024114606126,5.06,C000010_101+0.733_106+0.762_N-10,US-87,23,1804.75
0.2,C000447,052+0.706,052+0.491,S-447,253.6196447757604,0.215,C000447_052+0.491_052+0.706_S-447,S-447,1,1004.3333333333334
4.8,C000203,011+1.354,010+0.517,S-203,96.58537731433807,1.765,C000203_010+0.517_011+1.354_S-203,S-203,24,7710
1.8,C000037,006+0.431,001+0.326,N-37,42.08291679831788,5.334,C000037_001+0.326_006+0.431_N-37,US-212,9,2195.75
0.6,C000010,091+0.499,089+0.929,N-10,76.76981130963034,1.184,C000010_089+0.929_091+0.499_N-10,US-87,3,1807.5
0.6,C000019,007+0.199,006+0.900,P-19,59.817114734690364,0.295,C000019_006+0.900_007+0.199_P-19,MT-1,3,9310.5
3.8,C000050,015+0.031,008+0.376,N-50,66.11659965312488,6.539,C000050_008+0.376_015+0.031_N-50,US-191/US-20/US-287,19,2406.75
11.0,C000094,185+0.253,176+0.239,I-94,86.09926196422101,9.021,C000094_176+0.239_185+0.253_I-94,I-94,55,3878
1.4,C000431,016+0.726,009+1.005,S-431,156.0763254939719,6.771,C000431_009+1.005_016+0.726_S-431,S-431,7,362.75
3.6,C000010,089+0.052,081+0.582,N-10,81.47890666554602,7.444,C000010_081+0.582_089+0.052_N-10,US-87,18,1625.25
1.0,C000010,081+0.582,079+0.685,N-10,84.74683789786958,1.897,C000010_079+0.685_081+0.582_N-10,US-87,5,1703.25
3.0,C000014,146+0.084,141+0.285,N-14,102.59745239038905,4.793,C000014_141+0.285_146+0.084_N-14,MT-3/US-12,15,1670.5
10.8,C000090,352+0.537,350+0.276,I-90,119.02754207695926,2.268,C000090_350+0.276_352+0.537_I-90,I-90,54,10954.75
0.0,C000457,001+0.510,000+0.035,S-457,0.0,1.472,C000457_000+0.035_001+0.510_S-457,S-457,0,71
3.6,C000010,072+0.435,056+0.345,N-10,42.72558273108966,16.064,C000010_056+0.345_072+0.435_N-10,US-87,18,1436.25
10.2,C000010,051+0.440,043+0.153,N-10,191.74086078259555,8.283,C000010_043+0.153_051+0.440_N-10,US-87,51,1758.6
1.8,C000010,043+0.153,040+0.857,N-10,143.1852827287154,2.365,C000010_040+0.857_043+0.153_N-10,US-87,9,1455.5
0.0,C000010,040+0.857,040+0.716,N-10,0.0,0.142,C000010_040+0.716_040+0.857_N-10,US-87,0,1455.5
0.0,C000449,010+0.588,000+0.724,S-449,0.0,9.854,C000449_000+0.724_010+0.588_S-449,S-449,0,114.25
5.6,C000029,089+0.712,089+0.424,N-29,548.1792091307034,0.288,C000029_089+0.424_089+0.712_N-29,MT-41,28,9712.75
0.6,C000010,040+0.716,040+0.598,N-10,681.9238970703253,0.118,C000010_040+0.598_040+0.716_N-10,US-87,3,2041.75
1.0,C000010,040+0.598,039+0.098,N-10,91.60635229314478,1.464,C000010_039+0.098_040+0.598_N-10,US-87,5,2041.75
9.6,C000010,039+0.098,026+0.833,N-10,92.03843825936482,12.275,C000010_026+0.833_039+0.098_N-10,US-87,48,2326.75
4.0,C000010,026+0.833,019+0.834,N-10,62.37933235903603,7.008,C000010_019+0.834_026+0.833_N-10,US-87,20,2505.5
3.8,C000010,019+0.834,016+0.163,N-10,129.33246699349536,3.652,C000010_016+0.163_019+0.834_N-10,US-87,19,2203
6.2,C000090,342+0.798,340+0.191,I-90,56.6702073605306,2.598,C000090_340+0.191_342+0.798_I-90,I-90,31,11531
3.2,C000029,089+0.315,089+0.134,N-29,984.0356709742454,0.181,C000029_089+0.134_089+0.315_N-29,MT-41,16,4919.6
0.0,C000359,002+0.291,001+0.776,S-359,0.0,0.357,C000359_001+0.776_002+0.291_S-359,MT-2/S-359,0,1195.5
3.0,C000010,002+0.265,001+0.991,N-10,253.26176023617577,0.276,C000010_001+0.991_002+0.265_N-10,US-87,15,11752
0.0,C000037,018+0.376,017+0.355,N-37,0.0,1.022,C000037_017+0.355_018+0.376_N-37,US-212,0,2417
0.0,C000058,026+0.158,025+0.543,P-58,0.0,0.61,C000058_025+0.543_026+0.158_P-58,US-89,0,1508.75
1.0,C000283,003+0.417,000+0.000,S-283,177.81840572711832,3.422,C000283_000+0.000_003+0.417_S-283,S-283,5,450
2.8,C000015,354+0.321,351+0.934,I-15,123.08605767469462,2.396,C000015_351+0.934_354+0.321_I-15,I-15,14,2599.75
3.4,C000009,061+0.360,050+0.296,P-9,164.72080417462453,11.039,C000009_050+0.296_061+0.360_P-9,US-287,17,512
1.6,C000009,046+0.021,043+0.574,P-9,347.270213036385,2.432,C000009_043+0.574_046+0.021_P-9,US-287,8,518.75
1.0,C000009,043+0.157,039+0.970,P-9,131.5083907634684,3.168,C000009_039+0.970_043+0.157_P-9,US-287,5,657.25
0.8,C000009,039+0.970,038+0.316,P-9,150.41641973555122,1.432,C000009_038+0.316_039+0.970_P-9,US-287,4,1017
7.0,C000015,051+0.574,044+0.239,I-15,59.9777625830533,7.313,C000015_044+0.239_051+0.574_I-15,I-15,35,4370
5.8,C000015,335+0.280,327+0.851,I-15,65.83665847082786,7.427,C000015_327+0.851_335+0.280_I-15,I-15,29,3248
1.2,C000009,038+0.316,036+0.291,P-9,296.6701176389578,2.036,C000009_036+0.291_038+0.316_P-9,US-287,6,544
1.2,C000090,195+0.410,194+0.909,I-90,63.98567481887016,0.515,C000090_194+0.909_195+0.410_I-90,I-90,6,9971.5
1.6,C000009,028+0.037,020+0.182,P-9,102.88640857711475,7.882,C000009_020+0.182_028+0.037_P-9,US-287,8,540.25
3.0,C000009,020+0.182,008+0.227,P-9,142.93312553494474,11.899,C000009_008+0.227_020+0.182_P-9,US-287,15,483
1.8,C000038,004+0.445,004+0.135,N-38,127.69299969559763,0.31,C000038_004+0.135_004+0.445_N-38,MT-40,9,12451.25
4.0,C000009,008+0.227,000+0.000,P-9,242.29953037136124,8.517,C000009_000+0.000_008+0.227_P-9,US-287,20,530.75
0.2,C000008,107+0.958,107+0.900,P-8,150.01044342705052,0.058,C000008_107+0.900_107+0.958_P-8,US-287,1,6294.333333333333
2.2,C000011,002+0.871,000+0.609,N-11,65.24599029559589,2.379,C000011_000+0.609_002+0.871_N-11,US-89,11,3881
0.0,C000552,017+0.000,002+0.764,S-552,0.0,14.2,C000552_002+0.764_017+0.000_S-552,S-552,0,132.75
0.4,C000078,046+0.462,045+1.123,P-78,46.11792605241831,0.487,C000078_045+1.123_046+0.462_P-78,MT-78,2,4876.75
0.2,C000009,050+0.296,046+0.021,P-9,24.64289093442134,4.284,C000009_046+0.021_050+0.296_P-9,US-287,1,518.75
0.2,C000008,107+0.900,107+0.819,N-8,108.6243473150623,0.081,C000008_107+0.819_107+0.900_N-8,US-12,1,6224.25
1.0,C000018,059+0.443,038+0.018,N-18,48.33437979690369,21.119,C000018_038+0.018_059+0.443_N-18,MT-59,5,268.25
0.0,C000028,044+0.977,018+0.052,P-28,0.0,25.747,C000028_018+0.052_044+0.977_P-28,US-212,0,503
5.4,C000008,105+0.209,103+0.063,N-8,116.45168998923592,2.04,C000008_103+0.063_105+0.209_N-8,US-12,27,6224.25
3.6,C000061,037+0.259,026+0.616,N-61,94.1780501123825,10.621,C000061_026+0.616_037+0.259_N-61,US-87,18,985.5
4.4,C000008,102+0.630,097+0.967,N-8,41.83457681336526,4.627,C000008_097+0.967_102+0.630_N-8,US-12,22,6224.25
0.4,C000008,097+0.967,096+1.099,N-8,23.57567479952013,1.118,C000008_096+1.099_097+0.967_N-8,US-12,2,4155.5
4.0,C000015,138+0.380,133+0.783,I-15,75.532560106727,4.602,C000015_133+0.783_138+0.380_I-15,I-15,20,3151
0.4,C000008,095+0.687,094+0.654,N-8,27.62851616966825,0.954,C000008_094+0.654_095+0.687_N-8,US-12,2,4155.5
6.0,C000008,094+0.654,089+0.360,N-8,73.74819369295888,5.361,C000008_089+0.360_094+0.654_N-8,US-12,30,4155.5
0.6,C000008,089+0.360,088+0.443,N-8,43.39890959253047,0.911,C000008_088+0.443_089+0.360_N-8,US-12,3,4155.5
3.8,C000008,086+0.270,083+0.071,N-8,69.78523308032781,3.2,C000008_083+0.071_086+0.270_N-8,US-12,19,4659.5
2.4,C000008,083+0.071,082+0.149,N-8,151.0763408409078,0.927,C000008_082+0.149_083+0.071_N-8,US-12,12,4692.5
3.4,C000008,082+0.149,080+0.918,N-8,159.35823663399367,1.245,C000008_080+0.918_082+0.149_N-8,US-12,17,4692.5
1.6,C000008,080+0.918,079+0.942,N-8,94.1181236287107,0.992,C000008_079+0.942_080+0.918_N-8,US-12,8,4692.5
0.6,C000276,003+0.969,002+0.258,S-276,317.6904519194173,1.711,C000276_002+0.258_003+0.969_S-276,S-276,3,302.25
18.6,C000090,025+0.133,021+0.785,I-90,191.52643435799382,3.38,C000090_021+0.785_025+0.133_I-90,I-90,93,7867.5
0.2,C000250,023+0.238,009+0.830,S-250,21.50100982653299,13.388,C000250_009+0.830_023+0.238_S-250,S-250,1,190.25
4.4,C000008,074+0.462,070+0.485,N-8,47.85063711494005,3.978,C000008_070+0.485_074+0.462_N-8,US-12,22,6329.5
0.2,C000365,008+0.078,000+0.618,S-365,30.948349503213056,7.538,C000365_000+0.618_008+0.078_S-365,S-365,1,234.75
8.0,C000057,094+0.079,086+0.079,N-57,188.45064966703106,7.94,C000057_086+0.079_094+0.079_N-57,MT-200/MT-3/US-87,40,1464
2.0,C000008,070+0.485,068+0.203,N-8,37.882071812456516,2.284,C000008_068+0.203_070+0.485_N-8,US-12,10,6329.5
0.0,C000277,029+0.587,017+0.495,S-277,0.0,12.085,C000277_017+0.495_029+0.587_S-277,S-277,0,41.75
0.8,C000010,056+0.345,055+0.086,N-10,120.07523289702118,1.256,C000010_055+0.086_056+0.345_N-10,US-87,4,1452.5
3.4,C000373,004+0.574,002+0.033,S-373,173.61331500023297,2.507,C000373_002+0.033_004+0.574_S-373,S-373,17,2139
1.0,C000008,056+0.008,055+0.697,N-8,142.77665349777342,0.303,C000008_055+0.697_056+0.008_N-8,US-12,5,6329.5
2.2,C000008,055+0.697,054+0.587,N-8,81.66314951443867,1.111,C000008_054+0.587_055+0.697_N-8,US-12,11,6639.75
7.4,C000015,160+0.124,156+0.645,I-15,150.1398166898342,3.5,C000015_156+0.645_160+0.124_I-15,I-15,37,3856
0.8,C000034,015+0.343,012+0.263,N-34,165.63685266260745,3.09,C000034_012+0.263_015+0.343_N-34,MT-16,4,428
2.0,C000094,128+0.851,126+0.066,I-94,41.50671874120851,2.793,C000094_126+0.066_128+0.851_I-94,I-94,10,4724
0.0,C000273,012+0.180,012+0.140,S-273,0.0,0.039,C000273_012+0.140_012+0.180_S-273,S-273,0,359
6.0,C000015,062+0.153,059+0.464,I-15,106.60312476074262,2.692,C000015_059+0.464_062+0.153_I-15,I-15,30,5725
0.6,C000313,038+0.729,034+0.391,S-313,78.99348079617488,4.318,C000313_034+0.391_038+0.729_S-313,S-313,3,481.6666666666667
5.8,C000008,036+0.833,033+0.589,N-8,112.66550863141309,3.251,C000008_033+0.589_036+0.833_N-8,US-12,29,4336
2.8,C000008,028+0.372,027+0.613,N-8,313.98557987852223,0.741,C000008_027+0.613_028+0.372_N-8,US-12,14,3295.3333333333335
0.6,C000037,023+0.594,022+0.154,N-37,47.23707931325962,1.439,C000037_022+0.154_023+0.594_N-37,US-212,3,2417
6.4,C000008,027+0.613,023+0.270,N-8,126.97127565700097,4.343,C000008_023+0.270_027+0.613_N-8,US-12,32,3178
2.8,C000008,023+0.270,021+0.164,N-8,116.94297598304911,2.063,C000008_021+0.164_023+0.270_N-8,US-12,14,3178
0.2,C000253,005+0.500,000+0.575,S-253,21.13753185067769,5.331,C000253_000+0.575_005+0.500_S-253,S-253,1,486
6.0,C000016,020+0.901,009+0.864,N-16,48.6112923717616,11.017,C000016_009+0.864_020+0.901_N-16,BR I-90/US-87,30,3067.75
1.2,C000013,008+0.617,007+0.205,P-13,169.7809427475871,1.406,C000013_007+0.205_008+0.617_P-13,MT-87,6,1376.5
0.6,C000029,065+0.502,062+0.850,P-29,126.05998541967517,2.893,C000029_062+0.850_065+0.502_P-29,MT-287,3,450.5
0.8,C000238,004+0.643,002+0.221,S-238,71.4310451239307,2.431,C000238_002+0.221_004+0.643_S-238,S-238,4,1261.5
0.6,C000008,013+0.145,013+0.035,N-8,514.096073057439,0.11,C000008_013+0.035_013+0.145_N-8,US-12,3,2905.25
15.2,C000008,012+0.902,003+0.819,N-8,144.2880207915101,9.076,C000008_003+0.819_012+0.902_N-8,US-12,76,3178.25
0.0,C000509,000+0.286,000+0.139,S-509,0.0,0.147,C000509_000+0.139_000+0.286_S-509,S-509,0,87.75
0.2,C000063,022+0.873,022+0.190,N-63,39.15629470537184,0.683,C000063_022+0.190_022+0.873_N-63,MT-3/US-191,1,2047.75
6.4,C000015,351+0.934,348+0.018,I-15,170.74166062930203,3.916,C000015_348+0.018_351+0.934_I-15,I-15,32,2621
1.4,C000008,003+0.819,000+0.068,N-8,38.162342556934576,3.634,C000008_000+0.068_003+0.819_N-8,US-12,7,2764.25
3.0,C000421,016+0.779,009+0.794,S-421,130.62342883968176,6.907,C000421_009+0.794_016+0.779_S-421,S-421,15,910.5
6.6,C000008,107+0.819,105+0.209,N-8,109.81576413508375,2.644,C000008_105+0.209_107+0.819_N-8,US-12,33,6224.25
1.2,C000019,013+0.659,012+0.362,P-19,121.65177681612353,1.295,C000019_012+0.362_013+0.659_P-19,MT-1,6,2085.75
6.2,C000093,022+0.524,016+0.126,N-93,268.6336016669897,6.416,C000093_016+0.126_022+0.524_N-93,US-12,31,985
0.0,C000008,000+0.068,000+0.000,N-8,0.0,0.068,C000008_000+0.000_000+0.068_N-8,US-12,0,2764.25
0.6,C000098,001+0.117,000+0.728,N-98,180.7823327972888,0.376,C000098_000+0.728_001+0.117_N-98,BR I-94,3,2417
1.4,C000062,031+0.729,024+1.061,N-62,41.70517237958059,6.707,C000062_024+1.061_031+0.729_N-62,MT-16,7,1370.5
1.6,C000057,248+0.593,238+0.930,N-57,84.99348764811296,9.653,C000057_238+0.930_248+0.593_N-57,MT-200/MT-3/US-87,8,534
0.6,C000023,086+0.047,083+0.302,N-23,22.970047136937858,2.768,C000023_083+0.302_086+0.047_N-23,MT-59,3,2584
1.8,C000008,058+0.337,056+0.008,N-8,33.62279223561555,2.316,C000008_056+0.008_058+0.337_N-8,US-12,9,6329.5
3.4,C000010,078+0.935,072+0.435,N-10,98.16894905490639,6.292,C000010_072+0.435_078+0.935_N-10,US-87,17,1507.25
0.0,C000047,006+0.843,006+0.815,P-47,0.0,0.028,C000047_006+0.815_006+0.843_P-47,MT-48,0,1670.3333333333333
0.4,C000061,156+0.671,155+0.541,N-61,112.87439655682707,1.147,C000061_155+0.541_156+0.671_N-61,US-87,2,846
0.0,C000234,023+0.748,020+0.978,S-234,0.0,2.73,C000234_020+0.978_023+0.748_S-234,S-234,0,200.66666666666666
21.6,C000011,016+0.619,002+0.871,N-11,159.81735121775256,13.615,C000011_002+0.871_016+0.619_N-11,US-89,108,2718.2
0.4,C000478,012+0.729,002+0.049,S-478,172.8299731019632,10.669,C000478_002+0.049_012+0.729_S-478,S-478,2,59.4
