AVG_CRASHES,CORRIDOR,CORR_ENDMP,CORR_MP,DEPT_ID,PER_100M_VMT,SEC_LNT_MI,SEGMENT_KEY,SIGNED_ROUTE,TOTAL_CRASHES,TYC_AADT
0.4,C000357,004+0.830,000+0.000,S-357,57.41808960702664,4.76,C000357_000+0.000_004+0.830_S-357,S-357,2,400.75
1.0,C000354,012+0.465,009+0.456,S-354,81.68329786168962,3.011,C000354_009+0.456_012+0.465_S-354,S-354,5,1113.3333333333333
0.4,C000352,005+0.901,002+0.145,S-352,90.19545007681117,3.748,C000352_002+0.145_005+0.901_S-352,S-352,2,324
0.4,C000352,002+0.145,000+0.000,S-352,65.39232892238705,2.159,C000352_000+0.000_002+0.145_S-352,S-352,2,775.8
0.0,C000350,001+0.747,000+0.000,S-350,0.0,1.75,C000350_000+0.000_001+0.747_S-350,S-350,0,112.33333333333333
0.0,C000348,014+0.014,012+0.351,S-348,0.0,1.661,C000348_012+0.351_014+0.014_S-348,S-348,0,165
1.0,C000348,006+0.252,000+0.000,S-348,123.34260788174025,6.236,C000348_000+0.000_006+0.252_S-348,S-348,5,356
12.2,C000347,006+0.238,005+0.416,U-602,267.8375571338486,0.822,C000347_005+0.416_006+0.238_U-602,S-347,61,15173.5
0.8,C000420,006+0.741,003+0.234,S-420,221.4418721369054,3.705,C000420_003+0.234_006+0.741_S-420,S-420,4,267
2.0,C000346,007+0.924,002+0.941,S-346,152.49004579291324,4.965,C000346_002+0.941_007+0.924_S-346,S-346,10,723.3333333333334
0.8,C000346,000+0.083,000+0.000,S-346,541.7187231273656,0.083,C000346_000+0.000_000+0.083_S-346,S-346,4,4872
2.8,C000345,010+0.548,009+0.110,U-1216,113.2585984800234,1.433,C000345_009+0.110_010+0.548_U-1216,S-345,14,4724
4.8,C000345,008+0.535,005+0.545,S-345,310.4494909351889,2.982,C000345_005+0.545_008+0.535_S-345,S-345,24,1419.75
0.4,C000344,033+0.636,024+0.972,S-344,68.89462870709038,8.652,C000344_024+0.972_033+0.636_S-344,S-344,2,183.75
0.4,C000344,005+0.982,000+0.000,S-344,119.7117026162107,5.98,C000344_000+0.000_005+0.982_S-344,S-344,2,153
0.2,C000343,017+0.916,010+0.919,S-343,71.60077177054197,7.001,C000343_010+0.919_017+0.916_S-343,S-343,1,109.25
0.0,C000343,000+0.050,000+0.000,S-343,0.0,0.05,C000343_000+0.000_000+0.050_S-343,S-343,0,268.75
0.0,C000342,000+0.863,000+0.665,S-342,0.0,0.197,C000342_000+0.665_000+0.863_S-342,S-342,0,486
0.0,C000342,000+0.665,000+0.633,S-342,0.0,0.033,C000342_000+0.633_000+0.665_S-342,S-342,0,496.75
0.0,C000342,000+0.633,000+0.000,S-342,0.0,0.633,C000342_000+0.000_000+0.633_S-342,S-342,0,496.75
0.0,C000340,018+0.492,007+0.330,S-340,0.0,11.154,C000340_007+0.330_018+0.492_S-340,S-340,0,56.333333333333336
0.2,C000340,007+0.330,000+1.091,S-340,38.23793408992114,6.261,C000340_000+1.091_007+0.330_S-340,S-340,1,228.75
0.0,C000340,000+0.077,000+0.000,S-340,0.0,0.077,C000340_000+0.000_000+0.077_S-340,S-340,0,395.75
0.0,C000338,021+0.571,017+0.326,S-338,0.0,4.243,C000338_017+0.326_021+0.571_S-338,S-338,0,38.75
0.0,C000338,015+0.262,000+0.000,S-338,0.0,15.253,C000338_000+0.000_015+0.262_S-338,S-338,0,93.2
0.0,C000336,012+0.923,011+0.905,S-336,0.0,1.015,C000336_011+0.905_012+0.923_S-336,S-336,0,27.75
0.0,C000335,005+0.852,001+0.742,S-335,0.0,4.075,C000335_001+0.742_005+0.852_S-335,S-335,0,230
1.2,C000334,003+0.709,000+0.000,S-334,127.95048268551889,3.76,C000334_000+0.000_003+0.709_S-334,S-334,6,683
0.0,C000332,040+0.284,038+0.514,S-332,0.0,1.771,C000332_038+0.514_040+0.284_S-332,S-332,0,58
0.0,C000332,038+0.514,037+0.240,S-332,0.0,1.273,C000332_037+0.240_038+0.514_S-332,S-332,0,70.5
2.2,C000531,005+0.056,002+0.569,S-531,178.13164964780145,2.487,C000531_002+0.569_005+0.056_S-531,S-531,11,1359.8
0.2,C000332,037+0.240,022+0.088,S-332,51.250352781162746,15.157,C000332_022+0.088_037+0.240_S-332,S-332,1,70.5
1.4,C000332,022+0.088,001+0.301,S-332,224.62015893611596,20.813,C000332_001+0.301_022+0.088_S-332,S-332,7,82
0.6,C000332,001+0.301,000+0.000,S-332,548.8617695475426,1.31,C000332_000+0.000_001+0.301_S-332,S-332,3,228.5
1.4,C000331,005+0.984,001+0.727,S-331,220.5197815064802,4.24,C000331_001+0.727_005+0.984_S-331,S-331,7,410
0.0,C000330,036+0.200,034+0.963,S-330,0.0,1.222,C000330_034+0.963_036+0.200_S-330,S-330,0,257.25
2.4,C000330,017+0.188,002+0.159,S-330,168.09026616896352,15.287,C000330_002+0.159_017+0.188_S-330,S-330,12,255.75
0.0,C000330,000+0.025,000+0.000,S-330,0.0,0.025,C000330_000+0.000_000+0.025_S-330,S-330,0,536.5
0.0,C000328,018+0.868,000+0.000,S-328,0.0,18.848,C000328_000+0.000_018+0.868_S-328,S-328,0,27.666666666666668
0.6,C000327,013+0.334,005+0.232,S-327,73.72051412883141,8.104,C000327_005+0.232_013+0.334_S-327,S-327,3,275
0.0,C000327,005+0.232,002+0.302,S-327,0.0,2.911,C000327_002+0.302_005+0.232_S-327,S-327,0,316.5
0.4,C000326,001+0.683,000+0.000,S-326,166.5505686372221,1.683,C000326_000+0.000_001+0.683_S-326,S-326,2,390.75
0.8,C000325,003+0.851,000+0.042,S-325,222.25304909055288,4.773,C000325_000+0.042_003+0.851_S-325,S-325,4,206.5
0.8,C000324,034+0.714,019+0.553,S-324,176.36577509260232,15.025,C000324_019+0.553_034+0.714_S-324,S-324,4,82.66666666666667
0.2,C000324,019+0.553,006+0.294,S-324,23.79196544099392,13.172,C000324_006+0.294_019+0.553_S-324,S-324,1,174.75
0.0,C000324,006+0.294,002+0.626,S-324,0.0,3.652,C000324_002+0.626_006+0.294_S-324,S-324,0,269.25
0.0,C000324,000+0.049,000+0.000,S-324,0.0,0.049,C000324_000+0.000_000+0.049_S-324,S-324,0,377
0.2,C000323,070+0.960,065+0.187,P-323,33.24796139027553,5.766,C000323_065+0.187_070+0.960_P-323,MT-323,1,285.6666666666667
0.2,C000344,013+0.994,005+0.982,S-344,50.69520823112546,8.002,C000344_005+0.982_013+0.994_S-344,S-344,1,135
0.0,C000323,040+0.796,032+0.243,P-323,0.0,8.546,C000323_032+0.243_040+0.796_P-323,MT-323,0,201.75
0.0,C000323,032+0.243,022+0.947,P-323,0.0,9.292,C000323_022+0.947_032+0.243_P-323,MT-323,0,227.75
0.4,C000323,022+0.947,007+0.111,P-323,18.979195120516195,15.931,C000323_007+0.111_022+0.947_P-323,MT-323,2,362.25
0.0,C000322,009+0.601,000+0.000,S-322,0.0,9.381,C000322_000+0.000_009+0.601_S-322,S-322,0,251.5
0.2,C000320,004+0.218,000+0.000,S-320,333.1478699141522,4.215,C000320_000+0.000_004+0.218_S-320,S-320,1,39
1.6,C000315,000+0.245,000+0.000,I-315,135.844951683315,0.245,C000315_000+0.000_000+0.245_I-315,BR I-15/I-315/MT-200/MT-3/US-89,8,13163.75
0.4,C000314,017+0.520,010+0.083,S-314,56.513025608154194,7.44,C000314_010+0.083_017+0.520_S-314,S-314,2,260.5
0.2,C000314,005+0.180,002+0.353,S-314,25.48215400256378,2.813,C000314_002+0.353_005+0.180_S-314,S-314,1,764
0.4,C000311,025+0.898,021+0.793,S-311,346.180304847692,4.109,C000311_021+0.793_025+0.898_S-311,S-311,2,77
0.0,C000311,021+0.793,021+0.107,S-311,0.0,0.686,C000311_021+0.107_021+0.793_S-311,S-311,0,87
0.2,C000311,009+0.188,008+0.283,S-311,583.7936273648079,0.902,C000311_008+0.283_009+0.188_S-311,S-311,1,104
0.2,C000311,008+0.283,005+0.494,S-311,113.89381586154302,2.801,C000311_005+0.494_008+0.283_S-311,S-311,1,171.66666666666666
0.0,C000311,002+0.679,002+0.427,S-311,0.0,0.251,C000311_002+0.427_002+0.679_S-311,S-311,0,343.25
8.8,C000518,002+0.632,000+0.456,S-518,497.7907334785237,2.169,C000518_000+0.456_002+0.632_S-518,S-518,44,2231.75
0.0,C000311,000+0.050,000+0.000,S-311,0.0,0.05,C000311_000+0.000_000+0.050_S-311,S-311,0,440.5
0.0,C000310,040+0.693,039+0.941,S-310,0.0,0.75,C000310_039+0.941_040+0.693_S-310,S-310,0,175
0.2,C000310,039+0.941,037+0.641,S-310,378.93547415506225,2.294,C000310_037+0.641_039+0.941_S-310,S-310,1,63
0.0,C000310,037+0.641,026+0.920,S-310,0.0,11.363,C000310_026+0.920_037+0.641_S-310,S-310,0,30.25
0.0,C000310,026+0.920,026+0.806,S-310,0.0,0.114,C000310_026+0.806_026+0.920_S-310,S-310,0,43.5
3.6,C000434,011+0.630,000+0.467,S-434,250.06373013086684,11.12,C000434_000+0.467_011+0.630_S-434,S-434,18,354.5
0.2,C000310,026+0.806,000+1.042,S-310,48.80613733467718,25.795,C000310_000+1.042_026+0.806_S-310,S-310,1,43.5
0.0,C000451,000+0.020,000+0.000,S-451,0.0,0.02,C000451_000+0.000_000+0.020_S-451,S-451,0,930.25
2.0,C000308,014+0.263,008+0.773,S-308,120.43753443565039,5.505,C000308_008+0.773_014+0.263_S-308,S-308,10,826
1.8,C000306,010+0.474,001+0.437,S-306,98.63106806790749,9.129,C000306_001+0.437_010+0.474_S-306,S-306,9,547.4
1.8,C000420,003+0.234,000+0.000,S-420,293.0607822471202,3.225,C000420_000+0.000_003+0.234_S-420,S-420,9,521.5
0.6,C000306,001+0.437,000+0.811,S-306,214.65757019436703,0.625,C000306_000+0.811_001+0.437_S-306,S-306,3,1224.6
0.2,C000302,017+0.428,016+0.067,S-302,136.87478154784867,1.364,C000302_016+0.067_017+0.428_S-302,S-302,1,293.3333333333333
0.6,C000302,016+0.067,015+0.035,S-302,586.1304513971135,1.023,C000302_015+0.035_016+0.067_S-302,S-302,3,274
2.2,C000302,015+0.035,007+0.061,S-302,246.79816401909824,7.925,C000302_007+0.061_015+0.035_S-302,S-302,11,308
0.0,C000300,013+0.357,003+0.423,S-300,0.0,9.918,C000300_003+0.423_013+0.357_S-300,S-300,0,68.66666666666667
0.2,C000298,025+0.564,019+0.192,S-298,56.19019840486534,6.391,C000298_019+0.192_025+0.564_S-298,S-298,1,152.5
0.4,C000298,019+0.192,016+0.664,S-298,114.82089038787205,2.537,C000298_016+0.664_019+0.192_S-298,S-298,2,376
5.4,C000298,016+0.664,000+0.859,S-298,163.3183232498083,15.849,C000298_000+0.859_016+0.664_S-298,S-298,27,571.25
1.2,C000565,001+0.772,000+0.480,S-565,539.2543286052808,1.302,C000565_000+0.480_001+0.772_S-565,S-565,6,468
0.0,C000297,023+0.321,020+0.612,S-297,0.0,2.706,C000297_020+0.612_023+0.321_S-297,S-297,0,23
0.0,C000297,017+0.178,008+0.995,S-297,0.0,8.175,C000297_008+0.995_017+0.178_S-297,S-297,0,18.25
0.0,C000297,008+0.995,002+0.494,S-297,0.0,6.43,C000297_002+0.494_008+0.995_S-297,S-297,0,33.25
0.0,C000297,002+0.494,000+0.000,S-297,0.0,2.478,C000297_000+0.000_002+0.494_S-297,S-297,0,77.75
1.6,C000295,008+0.985,002+0.282,S-295,510.5516350997505,6.678,C000295_002+0.282_008+0.985_S-295,S-295,8,128.5
0.0,C000384,057+0.241,057+0.178,S-384,0.0,0.063,C000384_057+0.178_057+0.241_S-384,S-384,0,113.33333333333333
0.8,C000294,029+0.155,027+0.008,S-294,383.24332193241935,2.117,C000294_027+0.008_029+0.155_S-294,S-294,4,270
1.0,C000294,027+0.008,021+0.822,S-294,265.1238494778221,5.19,C000294_021+0.822_027+0.008_S-294,S-294,5,199
1.4,C000294,021+0.822,015+0.673,S-294,327.9648793467809,6.152,C000294_015+0.673_021+0.822_S-294,S-294,7,190
0.2,C000322,026+1.235,017+0.333,S-322,146.522125588593,9.901,C000322_017+0.333_026+1.235_S-322,S-322,1,37.75
2.4,C000294,015+0.673,000+0.000,S-294,242.88844271968688,15.685,C000294_000+0.000_015+0.673_S-294,S-294,12,172.5
0.2,C000290,015+0.915,014+0.056,S-290,281.7756815921273,1.851,C000290_014+0.056_015+0.915_S-290,S-290,1,105
0.6,C000290,014+0.056,010+0.108,S-290,269.3526556585361,3.895,C000290_010+0.108_014+0.056_S-290,S-290,3,156.6
0.0,C000290,010+0.108,008+0.782,S-290,0.0,1.705,C000290_008+0.782_010+0.108_S-290,S-290,0,254
1.2,C000290,008+0.782,006+0.223,S-290,110.06437832786253,2.556,C000290_006+0.223_008+0.782_S-290,S-290,6,1168
1.8,C000288,007+0.757,006+0.127,S-288,178.38371029640624,1.633,C000288_006+0.127_007+0.757_S-288,S-288,9,1692
6.8,C000288,006+0.127,000+0.049,S-288,163.61989902309818,6.075,C000288_000+0.049_006+0.127_S-288,S-288,34,1873.25
0.0,C000287,007+0.897,007+0.143,S-287,0.0,0.754,C000287_007+0.143_007+0.897_S-287,S-287,0,123
1.0,C000287,007+0.143,003+0.409,S-287,151.7981234570252,3.76,C000287_003+0.409_007+0.143_S-287,S-287,5,479.75
0.0,C000467,020+0.417,015+0.197,S-467,0.0,5.206,C000467_015+0.197_020+0.417_S-467,S-467,0,7.25
3.8,C000284,026+0.933,016+0.019,S-284,414.4454213461077,10.904,C000284_016+0.019_026+0.933_S-284,S-284,19,230.25
1.0,C000284,016+0.019,014+0.613,S-284,887.4927090255222,1.34,C000284_014+0.613_016+0.019_S-284,S-284,5,230.25
0.2,C000446,002+0.695,000+1.025,S-446,114.57378534284481,1.753,C000446_000+1.025_002+0.695_S-446,S-446,1,272.6666666666667
4.2,C000284,014+0.613,010+0.242,S-284,345.7854042249644,3.943,C000284_010+0.242_014+0.613_S-284,S-284,21,843.5
2.4,C000284,004+0.667,001+0.860,S-284,282.3863405704002,2.759,C000284_001+0.860_004+0.667_S-284,S-284,12,843.5
0.2,C000284,001+0.860,000+0.419,S-284,43.92595813087663,1.438,C000284_000+0.419_001+0.860_S-284,S-284,1,867
0.0,C000284,000+0.419,000+0.000,S-284,0.0,0.419,C000284_000+0.000_000+0.419_S-284,S-284,0,867
1.2,C000283,006+0.428,003+0.417,S-283,268.70111963887257,3.012,C000283_003+0.417_006+0.428_S-283,S-283,6,406
2.6,C000282,002+0.255,000+0.954,S-282,219.7043190881154,1.304,C000282_000+0.954_002+0.255_S-282,S-282,13,2485
0.8,C000282,000+0.954,000+0.178,S-282,100.99867693753187,0.776,C000282_000+0.178_000+0.954_S-282,S-282,4,2795
0.6,C000282,000+0.178,000+0.063,S-282,227.99863693294895,0.115,C000282_000+0.063_000+0.178_S-282,S-282,3,6266
3.6,C000280,008+0.487,004+0.617,S-280,159.50259038076476,3.884,C000280_004+0.617_008+0.487_S-280,S-280,18,1591.2
2.8,C000279,027+0.012,022+0.039,S-279,413.3794730966025,5.04,C000279_022+0.039_027+0.012_S-279,S-279,14,368
2.8,C000279,014+0.924,008+0.681,S-279,140.6096543692074,6.221,C000279_008+0.681_014+0.924_S-279,S-279,14,876.5
7.6,C000279,008+0.681,003+0.418,S-279,431.89618946826965,5.245,C000279_003+0.418_008+0.681_S-279,S-279,38,918.6666666666666
2.4,C000279,003+0.418,002+0.135,S-279,285.9397358521508,1.274,C000279_002+0.135_003+0.418_S-279,S-279,12,1804
0.2,C000330,031+0.853,024+0.200,S-330,151.99255252299864,7.279,C000330_024+0.200_031+0.853_S-330,S-330,1,49.5
3.0,C000489,005+0.576,000+0.000,S-489,208.2934451385893,5.634,C000489_000+0.000_005+0.576_S-489,S-489,15,700
0.6,C000278,061+0.156,054+0.485,S-278,63.67472978354922,6.65,C000278_054+0.485_061+0.156_S-278,S-278,3,388
1.8,C000278,054+0.485,042+0.620,S-278,103.37493172823741,11.831,C000278_042+0.620_054+0.485_S-278,S-278,9,403
2.4,C000278,042+0.620,025+0.171,S-278,90.20665764222198,17.481,C000278_025+0.171_042+0.620_S-278,S-278,12,416.75
0.0,C000278,000+0.050,000+0.000,S-278,0.0,0.05,C000278_000+0.000_000+0.050_S-278,S-278,0,1139.75
0.0,C000277,033+0.537,029+0.587,S-277,0.0,3.948,C000277_029+0.587_033+0.537_S-277,S-277,0,50.666666666666664
0.0,C000277,017+0.495,000+0.000,S-277,0.0,17.485,C000277_000+0.000_017+0.495_S-277,S-277,0,54.75
0.0,C000447,000+0.034,000+0.000,S-447,0.0,0.034,C000447_000+0.000_000+0.034_S-447,S-447,0,135.5
0.0,C000275,003+0.045,002+0.904,S-275,0.0,0.141,C000275_002+0.904_003+0.045_S-275,BR I-90/S-275,0,2264.6666666666665
1.0,C000275,002+0.904,002+0.302,S-275,200.35447892495742,0.602,C000275_002+0.302_002+0.904_S-275,BR I-90/S-275,5,2270.25
0.0,C000448,000+0.126,000+0.000,S-448,0.0,0.126,C000448_000+0.000_000+0.126_S-448,S-448,0,728
0.0,C000327,002+0.302,000+0.000,S-327,0.0,2.311,C000327_000+0.000_002+0.302_S-327,S-327,0,273.5
0.0,C000275,000+0.029,000+0.000,S-275,0.0,0.029,C000275_000+0.000_000+0.029_S-275,BR I-90/S-275,0,3099.75
1.0,C000273,012+0.140,011+0.643,S-273,1500.397605365422,0.5,C000273_011+0.643_012+0.140_S-273,S-273,5,365
1.6,C000273,008+0.071,001+0.892,S-273,153.50536763480633,6.181,C000273_001+0.892_008+0.071_S-273,S-273,8,461.75
0.6,C000272,002+0.024,001+0.218,S-272,240.1480963531846,0.807,C000272_001+0.218_002+0.024_S-272,S-272,3,847.75
0.6,C000271,022+0.317,020+0.566,S-271,296.13110632212266,1.752,C000271_020+0.566_022+0.317_S-271,S-271,3,316.6666666666667
1.0,C000273,001+0.892,000+0.000,S-273,149.39898216236364,1.89,C000273_000+0.000_001+0.892_S-273,S-273,5,969.75
0.6,C000271,020+0.566,013+0.774,S-271,93.15910692314138,6.783,C000271_013+0.774_020+0.566_S-271,S-271,3,260
0.8,C000271,007+0.379,001+0.489,S-271,146.43040157979368,5.838,C000271_001+0.489_007+0.379_S-271,S-271,4,256.25
1.8,C000359,015+0.941,011+0.014,S-359,119.22854076713912,4.937,C000359_011+0.014_015+0.941_S-359,MT-2/S-359,9,837.3333333333334
16.4,C000269,013+0.232,005+0.672,S-269,155.71813442758184,7.492,C000269_005+0.672_013+0.232_S-269,S-269,82,3849.25
4.2,C000269,005+0.672,004+0.654,S-269,290.65435678033896,1.013,C000269_004+0.654_005+0.672_S-269,S-269,21,3906
11.6,C000269,004+0.654,001+0.509,S-269,196.14075188380983,3.281,C000269_001+0.509_004+0.654_S-269,S-269,58,4935.75
4.0,C000263,014+0.709,011+0.602,S-263,182.00917314402054,3.09,C000263_011+0.602_014+0.709_S-263,S-263,20,1947.5
1.4,C000263,011+0.602,010+0.511,S-263,186.11757871469695,1.034,C000263_010+0.511_011+0.602_S-263,S-263,7,1992
6.8,C000263,007+0.285,004+0.738,S-263,230.14409125931272,2.545,C000263_004+0.738_007+0.285_S-263,S-263,34,3179
0.6,C000263,004+0.738,004+0.522,S-263,169.89462374307539,0.216,C000263_004+0.522_004+0.738_S-263,S-263,3,4477
0.0,C000441,003+0.159,002+0.989,S-441,0.0,0.27,C000441_002+0.989_003+0.159_S-441,S-441,0,433.5
0.0,C000261,052+0.183,048+0.741,S-261,0.0,3.577,C000261_048+0.741_052+0.183_S-261,S-261,0,338
0.0,C000261,028+0.941,020+0.544,S-261,0.0,6.84,C000261_020+0.544_028+0.941_S-261,S-261,0,74
0.2,C000261,012+0.155,005+0.192,S-261,50.81243567687114,7.079,C000261_005+0.192_012+0.155_S-261,S-261,1,152.25
1.2,C000261,005+0.192,000+0.146,S-261,211.16817390185653,5.127,C000261_000+0.146_005+0.192_S-261,S-261,6,303.5
0.2,C000259,010+0.093,005+0.414,S-259,131.8345525934744,4.685,C000259_005+0.414_010+0.093_S-259,S-259,1,88.66666666666667
0.4,C000258,019+0.831,013+0.422,S-258,41.51267153708385,6.404,C000258_013+0.422_019+0.831_S-258,S-258,2,412
0.4,C000258,013+0.422,009+0.565,S-258,132.98683984574674,3.813,C000258_009+0.565_013+0.422_S-258,S-258,2,216
0.2,C000258,000+1.003,000+0.000,S-258,360.63877453398004,1.003,C000258_000+0.000_000+1.003_S-258,S-258,1,151.4
0.0,C000255,024+0.855,020+0.853,S-255,0.0,4.002,C000255_020+0.853_024+0.855_S-255,S-255,0,22.5
0.8,C000255,000+0.684,000+0.000,S-255,503.3956422162832,0.684,C000255_000+0.000_000+0.684_S-255,S-255,4,636.2
0.2,C000254,067+0.694,061+0.707,S-254,167.60747273849933,5.977,C000254_061+0.707_067+0.694_S-254,S-254,1,54.666666666666664
0.4,C000254,060+0.717,054+0.239,S-254,233.96189074776575,6.413,C000254_054+0.239_060+0.717_S-254,S-254,2,73
0.0,C000254,043+0.309,040+0.183,S-254,0.0,3.18,C000254_040+0.183_043+0.309_S-254,S-254,0,208.25
0.0,C000254,040+0.183,030+0.464,S-254,0.0,9.657,C000254_030+0.464_040+0.183_S-254,S-254,0,184
0.4,C000254,030+0.464,023+0.492,S-254,86.4244951211118,7.031,C000254_023+0.492_030+0.464_S-254,S-254,2,180.25
0.2,C000254,023+0.492,017+0.625,S-254,48.6392502177865,5.849,C000254_017+0.625_023+0.492_S-254,S-254,1,192.5
0.4,C000254,017+0.625,010+0.375,S-254,53.70735053474952,7.219,C000254_010+0.375_017+0.625_S-254,S-254,2,282.5
1.2,C000254,010+0.375,000+0.000,S-254,91.5969524208227,10.353,C000254_000+0.000_010+0.375_S-254,S-254,6,346.5
1.4,C000278,025+0.171,017+0.395,S-278,73.64086853812154,7.761,C000278_017+0.395_025+0.171_S-278,S-278,7,670.75
0.0,C000253,046+0.577,045+0.574,S-253,0.0,1.006,C000253_045+0.574_046+0.577_S-253,S-253,0,403
0.4,C000253,045+0.574,040+0.708,S-253,59.43531885133336,4.821,C000253_040+0.708_045+0.574_S-253,S-253,2,382.25
0.4,C000253,040+0.708,036+0.651,S-253,82.53335512918193,4.046,C000253_036+0.651_040+0.708_S-253,S-253,2,328
0.2,C000253,036+0.651,035+0.232,S-253,117.33308322300427,1.423,C000253_035+0.232_036+0.651_S-253,S-253,1,328
0.2,C000253,000+0.575,000+0.418,S-253,552.802775857126,0.157,C000253_000+0.418_000+0.575_S-253,S-253,1,631
0.0,C000253,000+0.086,000+0.000,S-253,0.0,0.086,C000253_000+0.000_000+0.086_S-253,S-253,0,1078.5
0.0,C000252,023+0.473,015+0.738,S-252,0.0,7.721,C000252_015+0.738_023+0.473_S-252,S-252,0,28.5
0.0,C000252,015+0.738,011+0.585,S-252,0.0,4.144,C000252_011+0.585_015+0.738_S-252,S-252,0,53.8
0.0,C000251,044+0.610,035+0.149,S-251,0.0,9.448,C000251_035+0.149_044+0.610_S-251,S-251,0,103
0.0,C000251,031+0.700,026+0.697,S-251,0.0,5.0,C000251_026+0.697_031+0.700_S-251,S-251,0,76.75
0.0,C000251,016+0.675,006+0.453,S-251,0.0,10.212,C000251_006+0.453_016+0.675_S-251,S-251,0,160
0.4,C000251,006+0.453,000+0.000,S-251,83.52265852835914,6.452,C000251_000+0.000_006+0.453_S-251,S-251,2,203.25
0.2,C000250,046+0.549,031+0.065,S-250,63.45756433394504,15.48,C000250_031+0.065_046+0.549_S-250,S-250,1,55.75
0.0,C000250,031+0.065,023+0.238,S-250,0.0,7.822,C000250_023+0.238_031+0.065_S-250,S-250,0,89.25
0.2,C000249,011+0.789,007+0.396,S-249,43.44827819509169,4.388,C000249_007+0.396_011+0.789_S-249,S-249,1,287.25
0.0,C000249,007+0.396,006+0.123,S-249,0.0,1.272,C000249_006+0.123_007+0.396_S-249,S-249,0,437
3.8,C001806,000+0.702,000+0.254,N-121,251.3862477513917,0.449,C001806_000+0.254_000+0.702_N-121,,19,9218.6
0.0,C000248,027+0.500,018+0.324,S-248,0.0,9.178,C000248_018+0.324_027+0.500_S-248,S-248,0,200.25
0.6,C000252,011+0.585,004+0.212,S-252,207.70332501161653,7.365,C000252_004+0.212_011+0.585_S-252,S-252,3,107.4
0.0,C000248,018+0.324,017+0.697,S-248,0.0,0.627,C000248_017+0.697_018+0.324_S-248,S-248,0,200.25
0.0,C000248,017+0.697,017+0.201,S-248,0.0,0.496,C000248_017+0.201_017+0.697_S-248,S-248,0,200.25
0.4,C000248,017+0.201,016+0.852,S-248,1562.746926223304,0.35,C000248_016+0.852_017+0.201_S-248,S-248,2,200.25
0.2,C000248,016+0.852,016+0.614,S-248,1349.577678006799,0.238,C000248_016+0.614_016+0.852_S-248,S-248,1,170.5
0.2,C000248,016+0.614,011+0.709,S-248,65.19169623820137,4.927,C000248_011+0.709_016+0.614_S-248,S-248,1,170.5
1.2,C000248,007+0.177,000+0.000,S-248,231.715068936906,7.191,C000248_000+0.000_007+0.177_S-248,S-248,6,197.2
0.0,C000247,006+0.047,003+0.157,S-247,0.0,2.886,C000247_003+0.157_006+0.047_S-247,S-247,0,38.75
0.2,C000246,011+0.472,007+0.868,S-246,135.73995876211004,3.613,C000246_007+0.868_011+0.472_S-246,S-246,1,111.66666666666667
0.8,C000246,007+0.868,003+0.325,S-246,274.630147255964,4.545,C000246_003+0.325_007+0.868_S-246,S-246,4,175.5
0.0,C000245,032+0.777,017+0.870,S-245,0.0,14.909,C000245_017+0.870_032+0.777_S-245,S-245,0,71
0.0,C000245,017+0.870,004+0.322,S-245,0.0,13.583,C000245_004+0.322_017+0.870_S-245,S-245,0,156.5
7.2,C000373,002+0.033,000+0.000,S-373,181.0630680301316,2.023,C000373_000+0.000_002+0.033_S-373,S-373,36,5382.4
0.0,C000243,021+0.033,020+0.659,S-243,0.0,0.384,C000243_020+0.659_021+0.033_S-243,S-243,0,222.75
0.6,C000243,020+0.659,017+0.650,S-243,235.81811548726228,3.003,C000243_017+0.650_020+0.659_S-243,S-243,3,232
0.6,C000243,005+0.249,000+0.000,S-243,181.45801427369062,5.264,C000243_000+0.000_005+0.249_S-243,S-243,3,172
0.4,C000241,039+0.356,031+0.678,S-241,86.33506642820525,7.654,C000241_031+0.678_039+0.356_S-241,S-241,2,165.75
0.4,C000288,000+0.049,000+0.000,S-288,1193.2663704265563,0.049,C000288_000+0.000_000+0.049_S-288,S-288,2,1873.25
0.0,C000241,025+0.762,018+0.364,S-241,0.0,7.376,C000241_018+0.364_025+0.762_S-241,S-241,0,161
0.8,C000241,018+0.364,005+0.895,S-241,174.82298407465566,12.437,C000241_005+0.895_018+0.364_S-241,S-241,4,100.75
0.6,C000241,005+0.895,003+0.037,S-241,188.4763221322566,2.851,C000241_003+0.037_005+0.895_S-241,S-241,3,305.75
0.2,C000240,025+0.466,022+0.270,S-240,158.76839755268043,3.184,C000240_022+0.270_025+0.466_S-240,S-240,1,108.33333333333333
0.2,C000239,011+0.525,005+0.529,S-239,44.14551794530502,5.957,C000239_005+0.529_011+0.525_S-239,S-239,1,208.25
0.2,C000434,000+0.467,000+0.028,S-434,351.89935194320924,0.439,C000434_000+0.028_000+0.467_S-434,S-434,1,354.5
0.0,C000248,009+0.924,007+0.177,S-248,0.0,2.755,C000248_007+0.177_009+0.924_S-248,S-248,0,164.75
0.0,C000238,051+0.520,043+0.529,S-238,0.0,7.975,C000238_043+0.529_051+0.520_S-238,S-238,0,26.5
