SEGMENT_KEY,CORRIDOR,CORR_MP_FLOAT,CORR_ENDMP_FLOAT,DEPT_ID,SEC_LNT_MI,SIGNED_ROUTE,TOTAL_CRASHES,AVG_CRASHES,PER_100M_VMT,TYC_AADT
C000261_000+0.000_000+0.146_S-261,C000261,0.0,0.146,S-261,0.146,S-261,1,0.2,1235.9123602680577,303.5
C000259_005+0.414_010+0.093_S-259,C000259,5.414,10.093,S-259,4.685,S-259,1,0.2,131.8345525934744,88.66666666666667
C000258_013+0.422_019+0.831_S-258,C000258,13.422,19.831,S-258,6.404,S-258,2,0.4,41.51267153708385,412.0
C000258_009+0.565_013+0.422_S-258,C000258,9.565,13.422,S-258,3.813,S-258,2,0.4,132.98683984574674,216.0
C000258_000+0.000_000+1.003_S-258,C000258,0.0,1.003,S-258,1.003,S-258,1,0.2,360.63877453398004,151.4
C000255_020+0.853_024+0.855_S-255,C000255,20.853,24.855,S-255,4.002,S-255,0,0.0,0.0,22.5
C000255_000+0.000_000+0.684_S-255,C000255,0.0,0.684,S-255,0.684,S-255,4,0.8,503.3956422162832,636.2
C000254_061+0.707_067+0.694_S-254,C000254,61.707,67.694,S-254,5.977,S-254,1,0.2,167.60747273849933,54.666666666666664
C000254_054+0.239_060+0.717_S-254,C000254,54.239,60.717,S-254,6.413,S-254,2,0.4,233.96189074776575,73.0
C000254_043+0.944_044+0.528_S-254,C000254,43.944,44.528,S-254,0.582,S-254,0,0.0,0.0,100.25
C000254_043+0.559_043+0.944_S-254,C000254,43.559,43.944,S-254,0.384,S-254,0,0.0,0.0,163.0
C000254_040+0.183_043+0.309_S-254,C000254,40.183,43.309,S-254,3.18,S-254,0,0.0,0.0,208.25
C000254_030+0.464_040+0.183_S-254,C000254,30.464,40.183,S-254,9.657,S-254,0,0.0,0.0,184.0
C000254_023+0.492_030+0.464_S-254,C000254,23.492,30.464,S-254,7.031,S-254,2,0.4,86.4244951211118,180.25
C000254_017+0.625_023+0.492_S-254,C000254,17.625,23.492,S-254,5.849,S-254,1,0.2,48.6392502177865,192.5
C000254_010+0.375_017+0.625_S-254,C000254,10.375,17.625,S-254,7.219,S-254,2,0.4,53.70735053474952,282.5
C000254_000+0.000_010+0.375_S-254,C000254,0.0,10.375,S-254,10.353,S-254,6,1.2,91.5969524208227,346.5
C000278_017+0.395_025+0.171_S-278,C000278,17.395,25.171,S-278,7.761,S-278,7,1.4,73.64086853812154,670.75
C000253_045+0.574_046+0.577_S-253,C000253,45.574,46.577,S-253,1.006,S-253,0,0.0,0.0,403.0
C000253_040+0.708_045+0.574_S-253,C000253,40.708,45.574,S-253,4.821,S-253,2,0.4,59.43531885133336,382.25
C000253_036+0.651_040+0.708_S-253,C000253,36.651,40.708,S-253,4.046,S-253,2,0.4,82.53335512918193,328.0
C000253_035+0.232_036+0.651_S-253,C000253,35.232,36.651,S-253,1.423,S-253,1,0.2,117.33308322300427,328.0
C000253_000+0.418_000+0.575_S-253,C000253,0.418,0.575,S-253,0.157,S-253,1,0.2,552.802775857126,631.0
C000253_000+0.086_000+0.418_S-253,C000253,0.086,0.418,S-253,0.333,S-253,2,0.4,293.58761520374355,1120.3333333333333
C000253_000+0.000_000+0.086_S-253,C000253,0.0,0.086,S-253,0.086,S-253,0,0.0,0.0,1078.5
C000252_015+0.738_023+0.473_S-252,C000252,15.738,23.473,S-252,7.721,S-252,0,0.0,0.0,28.5
C000252_011+0.585_015+0.738_S-252,C000252,11.585,15.738,S-252,4.144,S-252,0,0.0,0.0,53.8
C000252_000+0.217_004+0.212_S-252,C000252,0.217,4.212,S-252,3.991,S-252,0,0.0,0.0,193.8
C000251_035+0.149_044+0.610_S-251,C000251,35.149,44.61,S-251,9.448,S-251,0,0.0,0.0,103.0
C000251_026+0.697_031+0.700_S-251,C000251,26.697,31.7,S-251,5.0,S-251,0,0.0,0.0,76.75
C000251_006+0.453_016+0.675_S-251,C000251,6.453,16.675,S-251,10.212,S-251,0,0.0,0.0,160.0
C000251_000+0.000_006+0.453_S-251,C000251,0.0,6.453,S-251,6.452,S-251,2,0.4,83.52265852835914,203.25
C000250_031+0.065_046+0.549_S-250,C000250,31.065,46.549,S-250,15.48,S-250,1,0.2,63.45756433394504,55.75
C000250_023+0.238_031+0.065_S-250,C000250,23.238,31.065,S-250,7.822,S-250,0,0.0,0.0,89.25
C000249_007+0.396_011+0.789_S-249,C000249,7.396,11.789,S-249,4.388,S-249,1,0.2,43.44827819509169,287.25
C000249_006+0.123_007+0.396_S-249,C000249,6.123,7.396,S-249,1.272,S-249,0,0.0,0.0,437.0
C000248_044+0.709_046+0.069_S-248,C000248,44.709,46.069,S-248,1.358,S-248,0,0.0,0.0,549.25
C001806_000+0.254_000+0.702_N-121,C001806,0.254,0.702,N-121,0.449,,19,3.8,251.3862477513917,9218.6
C000248_018+0.324_027+0.500_S-248,C000248,18.324,27.5,S-248,9.178,S-248,0,0.0,0.0,200.25
C000252_004+0.212_011+0.585_S-252,C000252,4.212,11.585,S-252,7.365,S-252,3,0.6,207.70332501161653,107.4
C000248_017+0.697_018+0.324_S-248,C000248,17.697,18.324,S-248,0.627,S-248,0,0.0,0.0,200.25
C000248_017+0.201_017+0.697_S-248,C000248,17.201,17.697,S-248,0.496,S-248,0,0.0,0.0,200.25
C000248_016+0.852_017+0.201_S-248,C000248,16.852,17.201,S-248,0.35,S-248,2,0.4,1562.746926223304,200.25
C000248_016+0.614_016+0.852_S-248,C000248,16.614,16.852,S-248,0.238,S-248,1,0.2,1349.577678006799,170.5
C000248_011+0.709_016+0.614_S-248,C000248,11.709,16.614,S-248,4.927,S-248,1,0.2,65.19169623820137,170.5
C000248_000+0.000_007+0.177_S-248,C000248,0.0,7.177,S-248,7.191,S-248,6,1.2,231.715068936906,197.2
C000247_003+0.157_006+0.047_S-247,C000247,3.157,6.047,S-247,2.886,S-247,0,0.0,0.0,38.75
C000246_007+0.868_011+0.472_S-246,C000246,7.868,11.472,S-246,3.613,S-246,1,0.2,135.73995876211004,111.66666666666667
C000246_003+0.325_007+0.868_S-246,C000246,3.325,7.868,S-246,4.545,S-246,4,0.8,274.630147255964,175.5
C000246_000+0.064_000+0.583_S-246,C000246,0.064,0.583,S-246,0.519,S-246,6,1.2,405.84343112374313,1560.0
C000245_017+0.870_032+0.777_S-245,C000245,17.87,32.777,S-245,14.909,S-245,0,0.0,0.0,71.0
C000245_004+0.322_017+0.870_S-245,C000245,4.322,17.87,S-245,13.583,S-245,0,0.0,0.0,156.5
C000245_000+0.000_000+0.050_S-245,C000245,0.0,0.05,S-245,0.05,S-245,0,0.0,0.0,244.6
C000244_024+0.324_024+0.732_S-244,C000244,24.324,24.732,S-244,0.408,S-244,0,0.0,0.0,416.6666666666667
C000244_023+0.762_024+0.183_S-244,C000244,23.762,24.183,S-244,0.423,S-244,1,0.2,524.1576228772494,247.0
C000373_000+0.000_002+0.033_S-373,C000373,0.0,2.033,S-373,2.023,S-373,36,7.2,181.0630680301316,5382.4
C005203_002+0.210_002+0.427_N-101,C005203,2.21,2.427,N-101,0.216,,19,3.8,228.06063595911536,21122.666666666668
C000243_020+0.659_021+0.033_S-243,C000243,20.659,21.033,S-243,0.384,S-243,0,0.0,0.0,222.75
C005218_001+0.874_002+0.283_N-126,C005218,1.874,2.283,N-126,0.409,BR I-15,25,5.0,614.4390776615484,5448.0
C000244_024+0.183_024+0.324_S-244,C000244,24.183,24.324,S-244,0.141,S-244,0,0.0,0.0,460.0
C000243_017+0.650_020+0.659_S-243,C000243,17.65,20.659,S-243,3.003,S-243,3,0.6,235.81811548726228,232.0
C000243_000+0.000_005+0.249_S-243,C000243,0.0,5.249,S-243,5.264,S-243,3,0.6,181.45801427369062,172.0
C000241_031+0.678_039+0.356_S-241,C000241,31.678,39.356,S-241,7.654,S-241,2,0.4,86.33506642820525,165.75
C000288_000+0.000_000+0.049_S-288,C000288,0.0,0.049,S-288,0.049,S-288,2,0.4,1193.2663704265563,1873.25
C000241_018+0.364_025+0.762_S-241,C000241,18.364,25.762,S-241,7.376,S-241,0,0.0,0.0,161.0
C000241_005+0.895_018+0.364_S-241,C000241,5.895,18.364,S-241,12.437,S-241,4,0.8,174.82298407465566,100.75
C000320_005+0.933_006+0.076_S-320,C000320,5.933,6.076,S-320,0.142,S-320,0,0.0,0.0,20.25
C000241_003+0.037_005+0.895_S-241,C000241,3.037,5.895,S-241,2.851,S-241,3,0.6,188.4763221322566,305.75
C000241_001+0.069_001+0.275_S-241,C000241,1.069,1.275,S-241,0.206,S-241,0,0.0,0.0,548.8
C000241_000+0.928_001+0.069_S-241,C000241,0.928,1.069,S-241,0.14,S-241,0,0.0,0.0,482.75
C000241_000+0.711_000+0.928_S-241,C000241,0.711,0.928,S-241,0.217,S-241,1,0.2,796.1231097390265,317.0
C000240_022+0.270_025+0.466_S-240,C000240,22.27,25.466,S-240,3.184,S-240,1,0.2,158.76839755268043,108.33333333333333
C000240_001+0.071_003+0.231_S-240,C000240,1.071,3.231,S-240,2.154,S-240,1,0.2,33.50627939868765,758.8
C000239_005+0.529_011+0.525_S-239,C000239,5.529,11.525,S-239,5.957,S-239,1,0.2,44.14551794530502,208.25
C000434_000+0.028_000+0.467_S-434,C000434,0.028,0.467,S-434,0.439,S-434,1,0.2,351.89935194320924,354.5
C000239_001+0.027_001+0.532_S-239,C000239,1.027,1.532,S-239,0.506,S-239,1,0.2,258.3061146709081,419.0
C000239_000+0.419_001+0.027_S-239,C000239,0.419,1.027,S-239,0.658,S-239,1,0.2,198.1636727306336,420.0
C000238_068+0.515_068+0.706_S-238,C000238,68.515,68.706,S-238,0.191,S-238,1,0.2,990.9857033531603,289.3333333333333
C000248_007+0.177_009+0.924_S-248,C000248,7.177,9.924,S-248,2.755,S-248,0,0.0,0.0,164.75
C000238_043+0.529_051+0.520_S-238,C000238,43.529,51.52,S-238,7.975,S-238,0,0.0,0.0,26.5
C000241_025+0.762_031+0.678_S-241,C000241,25.762,31.678,S-241,5.896,S-241,0,0.0,0.0,147.25
C000238_031+0.274_043+0.529_S-238,C000238,31.274,43.529,S-238,11.94,S-238,1,0.2,265.89232440384484,17.25
C000238_018+0.045_027+0.351_S-238,C000238,18.045,27.351,S-238,8.565,S-238,4,0.8,700.711082482392,36.5
C000238_008+0.984_018+0.045_S-238,C000238,8.984,18.045,S-238,9.159,S-238,7,1.4,203.18048254879292,206.0
C000238_004+0.643_008+0.984_S-238,C000238,4.643,8.984,S-238,4.356,S-238,6,1.2,200.48694469614748,376.25
C000238_000+0.381_001+0.321_S-238,C000238,0.381,1.321,S-238,0.935,S-238,6,1.2,171.1787761095813,2053.0
C000280_014+0.708_015+0.442_S-280,C000280,14.708,15.442,S-280,0.556,S-280,1,0.2,178.3294957380653,552.3333333333334
C000237_001+0.225_002+0.480_S-237,C000237,1.225,2.48,S-237,1.256,S-237,2,0.4,708.9807958655417,123.0
C000236_067+0.794_082+0.925_S-236,C000236,67.794,82.925,S-236,14.914,S-236,4,0.8,123.95005648890579,118.5
C000236_047+0.896_058+0.477_S-236,C000236,47.896,58.477,S-236,10.513,S-236,1,0.2,133.56970148275005,39.0
C000379_000+0.000_000+0.031_S-379,C000379,0.0,0.031,S-379,0.031,S-379,0,0.0,0.0,150.0
C000236_033+0.552_047+0.896_S-236,C000236,33.552,47.896,S-236,13.278,S-236,1,0.2,105.75525468354807,39.0
C000236_024+0.175_033+0.552_S-236,C000236,24.175,33.552,S-236,9.348,S-236,3,0.6,127.58810004878023,137.75
C000331_001+0.455_001+0.727_S-331,C000331,1.455,1.7269999999999999,S-331,0.272,S-331,0,0.0,0.0,420.75
C000366_000+0.000_000+0.058_S-366,C000366,0.0,0.058,S-366,0.058,S-366,0,0.0,0.0,213.0
C000236_023+0.428_023+0.784_S-236,C000236,23.428,23.784,S-236,0.356,S-236,1,0.2,290.6620700049249,529.25
C000236_021+0.783_023+0.428_S-236,C000236,21.783,23.428,S-236,1.645,S-236,2,0.4,176.84726171976862,376.5
C000235_001+0.956_004+0.553_S-235,C000235,1.956,4.553,S-235,2.595,S-235,27,5.4,86.96644952651639,6552.0
C000250_000+0.000_009+0.830_S-250,C000250,0.0,9.83,S-250,9.81,S-250,6,1.2,124.79550945423074,268.4
C000386_000+0.000_001+0.287_S-386,C000386,0.0,1.287,S-386,1.289,S-386,5,1.0,280.89947410492033,756.25
C000235_000+0.000_001+0.956_S-235,C000235,0.0,1.956,S-235,1.956,S-235,44,8.8,235.66170277104112,5227.5
C000234_006+0.248_020+0.978_S-234,C000234,6.248,20.978,S-234,14.673,S-234,25,5.0,178.4950909447766,522.75
C000234_001+0.935_006+0.248_S-234,C000234,1.935,6.248,S-234,4.298,S-234,6,1.2,126.15702582328849,606.0
C000233_024+0.268_030+0.447_S-233,C000233,24.268,30.447,S-233,6.178,S-233,0,0.0,0.0,31.666666666666668
C000233_016+0.569_024+0.268_S-233,C000233,16.569,24.268,S-233,7.772,S-233,0,0.0,0.0,58.5
C000366_029+0.453_032+0.239_S-366,C000366,29.453,32.239,S-366,2.783,S-366,0,0.0,0.0,72.0
C000236_023+0.784_024+0.175_S-236,C000236,23.784,24.175,S-236,0.386,S-236,0,0.0,0.0,178.75
C000233_004+0.479_009+0.516_S-233,C000233,4.479,9.516,S-233,5.012,S-233,1,0.2,48.50911649629161,225.25
C000233_000+0.000_004+0.479_S-233,C000233,0.0,4.479,S-233,4.569,S-233,0,0.0,0.0,271.25
C000232_038+0.576_043+0.485_S-232,C000232,38.576,43.485,S-232,4.93,S-232,0,0.0,0.0,75.33333333333333
C000232_032+0.464_038+0.576_S-232,C000232,32.464,38.576,S-232,6.084,S-232,1,0.2,72.15550442876273,124.75
C000232_003+0.267_008+0.466_S-232,C000232,3.267,8.466,S-232,5.076,S-232,9,1.8,320.46270507594215,303.0
C000232_002+0.391_003+0.267_S-232,C000232,2.391,3.267,S-232,0.877,S-232,2,0.4,229.5782438285511,544.0
C000228_036+0.948_043+0.270_S-228,C000228,36.948,43.27,S-228,6.301,S-228,5,1.0,142.171213573371,305.6666666666667
C001201_000+0.600_000+0.726_N-412,C001201,0.6,0.726,N-412,0.125,,1,0.2,18.97797755156714,23085.5
C000313_000+0.183_000+0.537_S-313,C000313,0.183,0.537,S-313,0.354,S-313,1,0.2,63.84730209764463,2423.0
C000228_031+0.226_036+0.948_S-228,C000228,31.226,36.948,S-228,5.665,S-228,5,1.0,243.19922106207883,198.75
C000228_026+0.992_031+0.226_S-228,C000228,26.992,31.226,S-228,3.513,S-228,3,0.6,212.09661527673848,220.5
C000228_023+0.299_026+0.992_S-228,C000228,23.299,26.992,S-228,3.68,S-228,2,0.4,120.74370005255732,246.5
C000228_019+0.717_023+0.299_S-228,C000228,19.717,23.299,S-228,3.594,S-228,6,1.2,247.09882505002886,370.0
C000311_002+0.679_005+0.494_S-311,C000311,2.6790000000000003,5.494,S-311,2.8,S-311,0,0.0,0.0,261.25
C000228_016+0.305_019+0.717_S-228,C000228,16.305,19.717,S-228,3.406,S-228,4,0.8,139.06019608217713,462.5
C000228_007+0.168_013+0.739_S-228,C000228,7.168,13.739,S-228,6.565,S-228,11,2.2,193.79260391108554,473.5
C000227_015+0.047_016+0.789_S-227,C000227,15.047,16.789,S-227,1.743,S-227,0,0.0,0.0,46.75
C000227_009+0.608_015+0.047_S-227,C000227,9.608,15.047,S-227,5.42,S-227,1,0.2,80.6718851534391,125.25
C000227_006+0.350_009+0.608_S-227,C000227,6.35,9.608,S-227,3.252,S-227,4,0.8,174.28466779591633,386.5
C000227_003+0.019_006+0.350_S-227,C000227,3.019,6.35,S-227,3.316,S-227,6,1.2,111.46388969831902,889.0
C000227_000+0.849_003+0.019_S-227,C000227,0.849,3.019,S-227,2.087,S-227,5,1.0,134.74085889195575,973.75
C000227_000+0.000_000+0.849_S-227,C000227,0.0,0.849,S-227,0.849,S-227,4,0.8,206.04424439622494,1252.25
C000226_012+0.604_015+0.175_S-226,C000226,12.604,15.175,S-226,2.597,S-226,5,1.0,886.0338625343059,119.0
C000226_011+0.400_012+0.604_S-226,C000226,11.4,12.604,S-226,1.199,S-226,1,0.2,355.4486884066028,128.5
C000226_002+0.694_011+0.400_S-226,C000226,2.694,11.4,S-226,8.724,S-226,6,1.2,165.92390608874166,227.0
C000226_000+0.000_002+0.694_S-226,C000226,0.0,2.694,S-226,2.679,S-226,6,1.2,179.84293805465742,682.0
C000225_052+0.096_054+0.098_S-225,C000225,52.096,54.098,S-225,1.997,S-225,0,0.0,0.0,5.0
C000225_049+0.445_052+0.096_S-225,C000225,49.445,52.096,S-225,2.682,S-225,0,0.0,0.0,5.0
C000225_045+0.087_049+0.445_S-225,C000225,45.087,49.445,S-225,4.307,S-225,0,0.0,0.0,13.75
C000225_001+0.115_011+0.480_S-225,C000225,1.115,11.48,S-225,10.366,S-225,15,3.0,534.5453787255382,148.25
C000346_000+0.691_000+1.019_S-346,C000346,0.691,1.019,S-346,0.328,S-346,2,0.4,215.07790470995113,1552.6
C000224_000+0.938_010+0.890_S-224,C000224,0.938,10.89,S-224,10.006,S-224,1,0.2,42.101287378217606,130.0
C000566_039+0.156_041+0.692_S-566,C000566,39.156,41.692,S-566,2.532,S-566,1,0.2,733.1848956520993,29.5
C000224_000+0.000_000+0.938_S-224,C000224,0.0,0.938,S-224,0.938,S-224,1,0.2,136.34829936153102,428.2
C000223_048+0.701_052+0.438_S-223,C000223,48.701,52.438,S-223,3.729,S-223,2,0.4,54.59521284081852,538.0
C000340_000+0.077_000+1.007_S-340,C000340,0.077,1.007,S-340,0.929,S-340,0,0.0,0.0,392.0
C000223_026+0.599_039+0.216_S-223,C000223,26.599,39.216,S-223,12.588,S-223,6,1.2,81.82821166574212,319.0
C000223_025+0.621_026+0.599_S-223,C000223,25.621,26.599,S-223,0.996,S-223,0,0.0,0.0,320.25
C000358_000+0.196_002+0.009_S-358,C000358,0.196,2.009,S-358,1.811,S-358,4,0.8,310.7507221562252,389.25
C000345_000+0.503_000+0.513_U-1216,C000345,0.503,0.513,U-1216,0.01,S-345,0,0.0,0.0,5521.0
C000223_019+0.539_025+0.621_S-223,C000223,19.539,25.621,S-223,6.08,S-223,4,0.8,112.50362092903958,320.25
C000223_012+0.684_019+0.539_S-223,C000223,12.684,19.539,S-223,6.832,S-223,3,0.6,67.6445822041694,355.5
C000223_000+0.000_003+0.629_S-223,C000223,0.0,3.629,S-223,3.647,S-223,10,2.0,274.02040571211364,548.0
C000454_001+0.764_003+0.153_S-454,C000454,1.764,3.153,S-454,1.39,S-454,6,1.2,473.73462835747387,499.0
C000222_000+0.336_002+0.457_S-222,C000222,0.336,2.457,S-222,2.13,S-222,6,1.2,88.77354778554574,1737.75
C000222_000+0.000_000+0.336_S-222,C000222,0.0,0.336,S-222,0.336,S-222,2,0.4,120.10140801779247,2714.2
C000221_024+0.035_024+0.095_S-221,C000221,24.035,24.095,S-221,0.059,S-221,0,0.0,0.0,844.6666666666666
C000284_026+0.933_038+0.209_S-284,C000284,26.933,38.209,S-284,11.229,S-284,10,2.0,162.29818707129374,300.5
C000221_023+0.463_023+0.817_S-221,C000221,23.463,23.817,S-221,0.354,S-221,2,0.4,485.3396485728406,637.5
C000221_023+0.017_023+0.463_S-221,C000221,23.017,23.463,S-221,0.446,S-221,0,0.0,0.0,302.75
C000221_008+0.745_016+0.514_S-221,C000221,8.745,16.514,S-221,7.975,S-221,3,0.6,108.42668720509072,190.0
C000221_000+0.954_008+0.745_S-221,C000221,0.954,8.745,S-221,7.973,S-221,10,2.0,241.22023152035354,284.75
C001022_001+0.796_002+0.014_N-114,C001022,1.796,2.014,N-114,0.218,,20,4.0,588.6835830724193,8534.75
C000221_000+0.000_000+0.481_S-221,C000221,0.0,0.481,S-221,0.481,S-221,0,0.0,0.0,2186.8
C000220_013+0.159_017+0.590_S-220,C000220,13.159,17.59,S-220,4.513,S-220,2,0.4,74.06817190150291,327.6666666666667
C000219_017+0.136_019+0.837_S-219,C000219,17.136,19.837,S-219,2.722,S-219,8,1.6,242.03571056592799,665.0
C000219_012+0.495_017+0.136_S-219,C000219,12.495,17.136,S-219,4.629,S-219,11,2.2,265.1822327463858,490.75
C000462_018+0.254_033+0.346_S-462,C000462,18.254,33.346,S-462,15.075,S-462,0,0.0,0.0,25.0
C000365_000+0.473_000+0.618_S-365,C000365,0.473,0.618,S-365,0.145,S-365,0,0.0,0.0,265.5
C000219_008+0.212_012+0.495_S-219,C000219,8.212,12.495,S-219,4.279,S-219,11,2.2,286.87276358565543,490.75
C000218_000+0.336_008+0.788_S-218,C000218,0.336,8.788,S-218,8.453,S-218,9,1.8,103.2006468589025,565.0
C000217_013+0.278_014+0.144_S-217,C000217,13.278,14.144,S-217,0.867,S-217,0,0.0,0.0,42.666666666666664
C000217_012+0.916_013+0.278_S-217,C000217,12.916,13.278,S-217,0.363,S-217,0,0.0,0.0,43.25
C000215_018+0.313_021+0.292_S-215,C000215,18.313,21.292,S-215,2.989,S-215,1,0.2,63.91401720553413,286.6666666666667
C000215_005+0.461_009+0.055_S-215,C000215,5.461,9.055,S-215,3.599,S-215,1,0.2,57.967967393945834,262.5
C000278_000+0.050_017+0.395_S-278,C000278,0.05,17.395,S-278,17.264,S-278,23,4.6,64.0141575821706,1139.75
C000215_004+0.899_005+0.461_S-215,C000215,4.899,5.461,S-215,0.566,S-215,4,0.8,1411.2246401741443,274.25
C000215_004+0.028_004+0.899_S-215,C000215,4.028,4.899,S-215,0.871,S-215,1,0.2,156.50390790531924,401.75
C000215_000+0.000_000+0.046_S-215,C000215,0.0,0.046,S-215,0.046,S-215,1,0.2,3128.8643430176485,380.5
C000214_027+0.388_032+0.673_S-214,C000214,27.388,32.673,S-214,5.287,S-214,1,0.2,184.1481624810135,56.25
C000341_000+0.000_006+0.816_S-341,C000341,0.0,6.816,S-341,6.801,S-341,0,0.0,0.0,51.25
C000214_021+0.499_027+0.388_S-214,C000214,21.499,27.388,S-214,5.89,S-214,0,0.0,0.0,31.5
C000422_008+0.269_008+0.535_S-422,C000422,8.269,8.535,S-422,0.266,S-422,2,0.4,1739.8447292969786,236.66666666666666
C000214_015+0.493_021+0.499_S-214,C000214,15.493,21.499,S-214,6.005,S-214,1,0.2,289.5180608531932,31.5
C000214_005+0.909_015+0.493_S-214,C000214,5.909,15.493,S-214,9.592,S-214,0,0.0,0.0,93.75
C000214_000+0.000_005+0.909_S-214,C000214,0.0,5.909,S-214,5.901,S-214,1,0.2,38.46859193679329,241.25
C000213_024+0.212_031+0.439_S-213,C000213,24.212,31.439,S-213,7.233,S-213,0,0.0,0.0,108.75
C000213_018+0.034_024+0.212_S-213,C000213,18.034,24.212,S-213,6.183,S-213,1,0.2,62.81753170823902,141.0
C000213_006+0.887_007+0.409_S-213,C000213,6.8870000000000005,7.409,S-213,0.501,S-213,0,0.0,0.0,654.75
C000213_004+0.611_006+0.887_S-213,C000213,4.611,6.8870000000000005,S-213,2.276,S-213,3,0.6,110.24850694801857,654.75
C000511_000+0.000_000+0.293_S-511,C000511,0.0,0.293,S-511,0.293,S-511,0,0.0,0.0,361.4
C000213_000+0.774_004+0.611_S-213,C000213,0.774,4.611,S-213,4.042,S-213,18,3.6,196.6374288924332,1240.25
C000213_000+0.000_000+0.774_S-213,C000213,0.0,0.774,S-213,0.774,S-213,2,0.4,106.39877328172737,1330.0
C000212_012+0.984_014+0.478_S-212,C000212,12.984,14.478,S-212,1.499,S-212,8,1.6,174.9783967333387,1670.3333333333333
C000212_004+0.978_008+0.082_S-212,C000212,4.978,8.082,S-212,3.102,S-212,16,3.2,293.1741650626348,963.5
C000399_016+0.485_025+0.206_S-399,C000399,16.485,25.206,S-399,8.695,S-399,8,1.6,159.45294500939113,316.0
C000211_002+0.710_004+0.733_S-211,C000211,2.71,4.733,S-211,2.004,S-211,11,2.2,206.74251172833735,1454.0
C000211_000+0.938_002+0.710_S-211,C000211,0.938,2.71,S-211,1.809,S-211,16,3.2,228.93716106625524,2115.75
C000211_000+0.427_000+0.938_S-211,C000211,0.427,0.938,S-211,0.511,S-211,1,0.2,32.608549116443,3286.6
C000453_001+0.572_005+0.122_S-453,C000453,1.572,5.122,S-453,3.499,S-453,19,3.8,249.89750716793515,1190.0
C000211_000+0.000_000+0.427_S-211,C000211,0.0,0.427,S-211,0.427,S-211,5,1.0,131.4456276996527,4878.6
C000210_010+0.095_010+0.150_S-210,C000210,10.095,10.15,S-210,0.055,S-210,1,0.2,923.9576964120783,1077.6666666666667
C000210_003+0.190_010+0.095_S-210,C000210,3.19,10.095,S-210,6.866,S-210,46,9.2,328.1795051669583,1118.0
C000209_003+0.341_004+0.851_S-209,C000209,3.341,4.851,S-209,1.509,S-209,14,2.8,237.72002307481702,2137.3333333333335
C000208_006+0.032_009+0.323_S-208,C000208,6.032,9.323,S-208,3.292,S-208,0,0.0,0.0,118.0
C000208_000+0.000_006+0.032_S-208,C000208,0.0,6.032,S-208,6.036,S-208,0,0.0,0.0,94.25
C000547_002+0.777_006+0.494_S-547,C000547,2.777,6.494,S-547,3.704,S-547,1,0.2,70.2943054613138,210.33333333333334
C000207_019+0.340_021+0.407_S-207,C000207,19.34,21.407,S-207,2.068,S-207,1,0.2,270.2231900872276,98.0
C000207_015+0.470_019+0.340_S-207,C000207,15.47,19.34,S-207,3.868,S-207,0,0.0,0.0,51.25
C000207_011+0.451_015+0.470_S-207,C000207,11.451,15.47,S-207,4.017,S-207,0,0.0,0.0,51.25
C000207_000+0.000_001+0.675_S-207,C000207,0.0,1.675,S-207,1.674,S-207,0,0.0,0.0,56.4
C000206_005+0.357_009+0.719_S-206,C000206,5.357,9.719,S-206,4.412,S-206,90,18.0,168.51415069534718,6629.333333333333
C000206_000+0.000_005+0.357_S-206,C000206,0.0,5.357,S-206,5.336,S-206,99,19.8,147.50065122193075,6888.5
C000205_020+0.433_021+0.140_N-205,C000205,20.433,21.14,N-205,0.696,,19,3.8,182.2647330233526,8202.4
C000205_020+0.311_020+0.433_N-205,C000205,20.311,20.433,N-205,0.122,,6,1.2,352.507909828049,7640.5
C000205_019+0.962_020+0.173_N-205,C000205,19.962,20.173,N-205,0.228,,12,2.4,431.56919606243594,6678.75
C000350_001+0.747_002+0.007_S-350,C000350,1.7469999999999999,2.007,S-350,0.258,S-350,0,0.0,0.0,74.66666666666667
C000205_019+0.890_019+0.962_N-205,C000205,19.89,19.962,N-205,0.072,,2,0.4,176.46731175633633,8620.5
C000205_019+0.725_019+0.890_N-205,C000205,19.725,19.89,N-205,0.165,,16,3.2,616.0313428584831,8620.5
C000205_010+0.963_013+0.726_S-205,C000205,10.963,13.725999999999999,S-205,2.809,S-205,18,3.6,176.1473675471237,1992.25
C000205_010+0.826_010+0.963_S-205,C000205,10.826,10.963,S-205,0.137,S-205,3,0.6,583.5634567194618,2055.0
C000205_005+0.139_008+0.628_S-205,C000205,5.139,8.628,S-205,3.472,S-205,17,3.4,248.05200268175383,1081.0
C000205_000+0.075_001+0.873_S-205,C000205,0.075,1.873,S-205,1.797,S-205,13,2.6,285.9485982174038,1385.5
C000205_000+0.000_000+0.075_S-205,C000205,0.0,0.075,S-205,0.075,S-205,1,0.2,527.025262560692,1385.5
C000204_000+0.353_001+0.590_S-204,C000204,0.353,1.5899999999999999,S-204,1.245,S-204,0,0.0,0.0,100.5
C000204_000+0.000_000+0.353_S-204,C000204,0.0,0.353,S-204,0.353,S-204,0,0.0,0.0,123.2
C000201_069+0.303_069+0.517_P-201,C000201,69.303,69.517,P-201,0.214,MT-201,1,0.2,253.81496391145896,1008.25
C000246_000+0.000_000+0.064_S-246,C000246,0.0,0.064,S-246,0.064,S-246,4,0.8,782.8870167520287,4372.0
C000201_063+0.849_069+0.303_P-201,C000201,63.849,69.303,P-201,5.456,MT-201,15,3.0,222.06822964990192,678.0
